2024_Promise,Forecast,Similarity_Score,Historical_Match,Historical_Year,ROUGE_1,ROUGE_2,ROUGE_L,BERTScore_P,BERTScore_R,BERTScore_F1
"We will promote Bharat's exports through international cooperation, infrastructure development and simplification of laws Revamp Commercial and Tax Legislations We have substantially simplified the indirect and direct tax systems through simpler rules, new legislation, and use of technology. We are committed to launch an exercise to completely revamp our economic and commercial legislations to suit our economic needs. Honour Honest Taxpayers",Low Confidence: Partial,0.5627,Rationalize and simplify the tax regime.,2014,0.1176470588235294,0.030303030303030307,0.1176470588235294,0.7234036,0.83319736,0.77442837
"We will honour honest taxpayers who have played an important role in strengthening our economy. Make Bharat the Third-Largest Economy Within a decade, we have brought Bharat from 11th to 5th largest economic power. This was possible due to right policies, focussed execution and meticulous planning. We guarantee that Bharat will be the 3rd largest economic power. Sustaining Financial Macro Stability",Low Confidence: Highly Likely,0.5694,"BJP is committed to strengthen self-Governance at the local level and we will empower Panchayati Raj Institutions with extensive devolution of the 3 Fs - Functions, Functionaries and Funds. --- Good performers amongst the Panchayats will be rewarded with additional developmental grants. ---- Strengthen the institution of the Gram Sabha, respecting their inputs and initiatives for development process. ---",2014,0.15254237288135594,0.03448275862068966,0.11864406779661016,0.75597835,0.7408308,0.7483279
"We have demonstrated low inflation, high growth and fiscal prudence in the past decade. We will continue on this path and stay committed to expand our economic prowess. Expanding Employment Opportunities Despite global challenges and unprecedented events such as the Covid pandemic, our economic policies have been successful in creating a substantial number of employment opportunities. Our strategic focus on sectors like manufacturing, services, rural industry, infrastructure, tourism, and skill development, coupled with support through credit facilities via Svanidhi and Mudra, has greatly expanded livelihood 41",Low Confidence: Highly Likely,0.5558,Initiating new economic activities.,2014,0.02222222222222222,0.0,0.02222222222222222,0.67196906,0.7734039,0.7191271
Balanced and Inclusive Development We will consolidate our efforts and expand electronics manufacturing three times to become a,Low Confidence: Highly Likely,0.5447,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.20689655172413793,0.035714285714285705,0.1724137931034483,0.8159875,0.7878852,0.8016901
major player in the global value chain. We will leverage our design capabilities to develop,Low Confidence: Partial,0.5501,We will move up the value chain of the sector driven by a focus on Quality. Market linkages - both national and international.,2014,0.27027027027027023,0.11428571428571427,0.16216216216216214,0.81628114,0.79010457,0.8029796
"We will launch an initiative to foster balanced regional development across all districts of the country. indigenous brands. Brand, promotion and exports of One District One Product (ODOP) products will be encouraged under the initiative. Making Bharat a Major Player in Semiconductor and Chip Manufacturing Building a Globally Competitive Food Processing Industry Building on our success of electronics industry, will deepen our component ecosystem and take semiconductor design and manufacturing to a new level to become one of the global majors in chip",Low Confidence: Highly Likely,0.529,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.22764227642276422,0.033057851239669415,0.14634146341463414,0.7758541,0.8207055,0.79764986
"We will establish smart food processing hubs equipped with cutting-edge technologies to manufacturing enable comprehensive monitoring of the entire food supply chain, from farm to table, ensuring quality, traceability and operational efficiency. Making Bharat a Global Leader in Automobile and EV Manufacturing",High Confidence: Highly Likely,0.7234,"Implement and incentivize the setting up of the food processing industry that has remained just a plain talk till now. This will lead to better income for farmers and create jobs. We aim to set up 'agro food processing clusters', with high value, export-quality and vacuum packed food processing facilities, etc.",2014,0.29473684210526313,0.04301075268817204,0.12631578947368421,0.78530014,0.79069173,0.7879867
"We will position Bharat as a major player in value chains of processed fruits, vegetables, fish, Bharat is a major automobile manufacturer. We will support the growth of the automobile industry and",Low Confidence: Partial,0.5261,Encourage Indian companies to go global and we will support Indian companies in this endeavor. We believe that Indian entrepreneurs have the capability to take on global markets.,2014,0.23333333333333334,0.06896551724137931,0.16666666666666666,0.770736,0.80532086,0.7876489
"seafood and dairy, among others. its transition to EV manufacturing. We will invest in establishing a nationwide EV charger infrastructure to encourage EV adoption. Focusing on Core Industries Developing Rare Earths and Strategic Mineral Industry",Indeterminate,0.4574,"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.",2014,0.28125,0.03225806451612904,0.15625,0.75692594,0.79075146,0.7734691
"We will focus on the technology and sustainability transition happening in steel, cement, metals, and",Moderate Confidence: Partial,0.6078,"Focus on development of energy infrastructure, human resource development and upgradation of technology.",2014,0.28571428571428575,0.07692307692307691,0.21428571428571427,0.8080522,0.7968403,0.8024071
engineering goods industries. We will support these industries to adopt greener manufacturing We will support exploration for rare earths and strategic minerals. We will develop partnerships with,Low Confidence: Highly Likely,0.5743,"To ensure industry responsive manpower, we will bring together industry, universities and government.",2014,0.3,0.05263157894736842,0.25,0.7820117,0.81292343,0.79716796
processes. countries having reserves of these minerals to secure our supply chain. We will support the processing industries and manufacture of final products using rare earths and strategic minerals. MODI KI Promoting Defence Manufacturing Making Bharat a Global Leader in Textile Manufacturing,Low Confidence: Partial,0.5185,"To generate better work    h opportunities for          n women, 10% material to h be sourced for u government procurement will be        h done from MSMEs            m",2019,0.058823529411764705,0.0,0.058823529411764705,0.7340085,0.73863375,0.7363139
"We will vastly expand domestic defence manufacturing and exports of Made in Bharat defence GUARANTEE FOR equipment. This effort will be facilitated by accelerating indigenisation in major Air and Land Equipment Bharat has been a leader in textiles, garments, and apparels. We recognise the huge Platforms. employment generating potential of these industries. Therefore, we will accelerate the efforts GLOBAL made over the last ten years and take textile, garment, and apparel industries to the next MANUFACTURING HUB Positioning Bharat as a Global Railway Manufacturing Hub level.",Moderate Confidence: Partial,0.62,Technology transfer in defence manufacturing will be encouraged to the maximum.,2014,0.1443298969072165,0.06315789473684211,0.12371134020618556,0.72243404,0.8343497,0.7743692
"We will promote manufacturing, research, and development in the railway sector to make Bharat a",Low Confidence: Partial,0.5264,"We will provide adequate resources under the Khelo India scheme to ensure the achievement of declared objectives. Under this scheme, special attention will be given to encourage sporting talent among women.",2019,0.17391304347826086,0.045454545454545456,0.17391304347826086,0.7832719,0.7731339,0.77816993
"We will successfully operationalize PM Mitra parks, invest in research and development of new leading global railway manufacturing hub. products, simplify the legal and compliance regimes, invest in common amenities, invest in infrastructure for textile industry, and launch special skilling programmes focussed on Making Bharat as Global Aviation Manufacturing and MRO Hub employment.",Low Confidence: Highly Likely,0.5041,We will also set up Centres of Excellence in various sectors in partnership with the Industry.,2014,0.2028985507246377,0.029850746268656716,0.1739130434782609,0.7308513,0.8153872,0.7708084
We will bring a commercial aircraft manufacturing ecosystem to Bharat. For this we will design,Low Confidence: Partial,0.535,"have a human crewed submersible going to the deepest oceans that will facilitate sustainable use of resources. With a thrust on non-fossil fuels, our research mission in this area will reduce imports and make India a leader in new technologies",2019,0.17857142857142858,0.0,0.14285714285714285,0.799943,0.7589544,0.7789098
"We will also make investments in our traditional textile industries to take our indigenous In the last ten years we have made significant progress in the manufacturing sector. We launched a Policy for Aerospace Manufacturing in the country and try to develop our own passenger industries and designs to the global stage. a series of programmes like Make in India, PLI, and simplification of compliances to expand aircraft.",Moderate Confidence: Highly Likely,0.6089,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.19277108433734938,0.024691358024691357,0.1686746987951807,0.76124245,0.8391471,0.7982986
manufacturing. We will further harness the potential of manufacturing in creating employment Lab Grown Diamonds,Low Confidence: Highly Likely,0.5543,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.3272727272727273,0.07547169811320754,0.18181818181818182,0.8400705,0.79585296,0.8173642
"We will strengthen the civil aviation ecosystem by encouraging Maintenance, Repairs and opportunities and expanding economic activity. We believe that our talent in research and design Overhaul (MRO) activities as well as Aircraft Financing and Leasing Activities institutions",Low Confidence: Highly Likely,0.5045,"We shall modernize existing and operational Airports, and build new ones especially connecting smaller towns and all tourism circuits. In addition, there is a potential for inland air transportation to various remote and local locations in the country. Such air strips will be developed so that low cost air travelling becomes possible within the country.",2014,0.19354838709677416,0.0,0.10752688172043011,0.7701561,0.7708539,0.7705049
"can be best complimented by expanding the manufacturing sector. We also understand the need We will make India the largest producer for lab-grown diamond production, embracing through comprehensive government support programs under the Make in India initiative. for self-reliance and resilience in global value chains. Therefore, we will make all efforts to develop cutting-edge technology and sustainable methods to drive economic growth and establish a Bharat as a Global Manufacturing Hub. Promoting Ship Building leading position in the international market. Setting Up Bio-Manufacturing Hubs",Moderate Confidence: Highly Likely,0.6667,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.265625,0.04761904761904762,0.15625,0.7879861,0.8338081,0.8102498
"Global Manufacturing Hub We will ensure availability of dedicated research, designing and testing facilities across the country to promote shipbuilding under the Make in India initiative. For fostering high-performance biomanufacturing towards promoting a circular economy for green, Under the Make in India programme, manufacturing has emerged as a major economic sector with good clean and prosperous Bharat by setting up of Bio-Manufacturing Hubs.",High Confidence: Highly Likely,0.7279,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.25,0.05128205128205128,0.15,0.75167143,0.8457709,0.79594964
"success in electronics, defence, mobile, automobiles and more. We will work towards making Bharat a Strengthening Bharat’s Position as Pharmacy of the World global manufacturing hub and enhance employment in these crucial sectors.",Low Confidence: Highly Likely,0.5441,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.27027027027027023,0.027777777777777776,0.16216216216216214,0.7736838,0.8091406,0.7910151
"We will strengthen Bharat’s position as the ‘Pharmacy of the World’ by boosting the Becoming Product Nation manufacturing and research capacities of the pharmaceutical sector, especially APIs.",Low Confidence: Partial,0.5363,"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.",2014,0.17543859649122806,0.03636363636363636,0.14035087719298248,0.7690614,0.7917763,0.7802535
"We are a major engineering and design services hub in the world with many complex products being We will expand Research Linked Incentive schemes, encouraging companies to invest in",Moderate Confidence: Highly Likely,0.633,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.2727272727272727,0.047619047619047616,0.13636363636363635,0.7840698,0.8235782,0.8033386
"designed in Bharat. We will build on this strength to become a major Product Nation by combining our research for new drugs, chemical entities and new biological entities. strength in product design services with manufacturing. Making Bharat a Global Electronics Manufacturing Hub by 2030 Developing Robust Industrial Infrastructure In the last ten years we have established a USD 100+ billion electronics manufacturing Based on the principles of PM-Gatishakti, the government shall develop industrial cities in different industry. We have already become the second largest mobile phone manufacturer in the world. industrial corridors for balanced regional development. This shall promote industrialisation of backward Our policies have resulted in generating huge employment opportunities in this industry. regions of the country.",Moderate Confidence: Highly Likely,0.6114,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.18867924528301885,0.03821656050955414,0.11320754716981131,0.7654637,0.8312969,0.7970232
42 42,Indeterminate,0.434,Merged with 493,2014,0.0,0.0,0.0,0.71529746,0.6561129,0.6844281
Balanced and Inclusive Development We will consolidate our efforts and expand electronics manufacturing three times to become a,Low Confidence: Highly Likely,0.5447,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.20689655172413793,0.035714285714285705,0.1724137931034483,0.8159875,0.7878852,0.8016901
major player in the global value chain. We will leverage our design capabilities to develop,Low Confidence: Partial,0.5501,We will move up the value chain of the sector driven by a focus on Quality. Market linkages - both national and international.,2014,0.27027027027027023,0.11428571428571427,0.16216216216216214,0.81628114,0.79010457,0.8029796
"We will launch an initiative to foster balanced regional development across all districts of the country. indigenous brands. Brand, promotion and exports of One District One Product (ODOP) products will be encouraged under the initiative. Making Bharat a Major Player in Semiconductor and Chip Manufacturing Building a Globally Competitive Food Processing Industry Building on our success of electronics industry, will deepen our component ecosystem and take semiconductor design and manufacturing to a new level to become one of the global majors in chip",Low Confidence: Highly Likely,0.529,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.22764227642276422,0.033057851239669415,0.14634146341463414,0.7758541,0.8207055,0.79764986
"We will establish smart food processing hubs equipped with cutting-edge technologies to manufacturing enable comprehensive monitoring of the entire food supply chain, from farm to table, ensuring quality, traceability and operational efficiency. Making Bharat a Global Leader in Automobile and EV Manufacturing",High Confidence: Highly Likely,0.7234,"Implement and incentivize the setting up of the food processing industry that has remained just a plain talk till now. This will lead to better income for farmers and create jobs. We aim to set up 'agro food processing clusters', with high value, export-quality and vacuum packed food processing facilities, etc.",2014,0.29473684210526313,0.04301075268817204,0.12631578947368421,0.78530014,0.79069173,0.7879867
"We will position Bharat as a major player in value chains of processed fruits, vegetables, fish, Bharat is a major automobile manufacturer. We will support the growth of the automobile industry and",Low Confidence: Partial,0.5261,Encourage Indian companies to go global and we will support Indian companies in this endeavor. We believe that Indian entrepreneurs have the capability to take on global markets.,2014,0.23333333333333334,0.06896551724137931,0.16666666666666666,0.770736,0.80532086,0.7876489
"seafood and dairy, among others. its transition to EV manufacturing. We will invest in establishing a nationwide EV charger infrastructure to encourage EV adoption. Focusing on Core Industries Developing Rare Earths and Strategic Mineral Industry",Indeterminate,0.4574,"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.",2014,0.28125,0.03225806451612904,0.15625,0.75692594,0.79075146,0.7734691
"We will focus on the technology and sustainability transition happening in steel, cement, metals, and",Moderate Confidence: Partial,0.6078,"Focus on development of energy infrastructure, human resource development and upgradation of technology.",2014,0.28571428571428575,0.07692307692307691,0.21428571428571427,0.8080522,0.7968403,0.8024071
engineering goods industries. We will support these industries to adopt greener manufacturing We will support exploration for rare earths and strategic minerals. We will develop partnerships with,Low Confidence: Highly Likely,0.5743,"To ensure industry responsive manpower, we will bring together industry, universities and government.",2014,0.3,0.05263157894736842,0.25,0.7820117,0.81292343,0.79716796
processes. countries having reserves of these minerals to secure our supply chain. We will support the processing industries and manufacture of final products using rare earths and strategic minerals. Promoting Defence Manufacturing Making Bharat a Global Leader in Textile Manufacturing,Low Confidence: Highly Likely,0.5233,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.3,0.02564102564102564,0.175,0.7896785,0.8128379,0.8010909
"We will vastly expand domestic defence manufacturing and exports of Made in Bharat defence equipment. This effort will be facilitated by accelerating indigenisation in major Air and Land Equipment Bharat has been a leader in textiles, garments, and apparels. We recognise the huge Platforms. employment generating potential of these industries. Therefore, we will accelerate the efforts made over the last ten years and take textile, garment, and apparel industries to the next Positioning Bharat as a Global Railway Manufacturing Hub level.",Moderate Confidence: Partial,0.6269,Technology transfer in defence manufacturing will be encouraged to the maximum.,2014,0.15217391304347824,0.06666666666666667,0.13043478260869565,0.7253581,0.8420417,0.7793568
"We will promote manufacturing, research, and development in the railway sector to make Bharat a",Low Confidence: Partial,0.5264,"We will provide adequate resources under the Khelo India scheme to ensure the achievement of declared objectives. Under this scheme, special attention will be given to encourage sporting talent among women.",2019,0.17391304347826086,0.045454545454545456,0.17391304347826086,0.7832719,0.7731339,0.77816993
"We will successfully operationalize PM Mitra parks, invest in research and development of new leading global railway manufacturing hub. products, simplify the legal and compliance regimes, invest in common amenities, invest in infrastructure for textile industry, and launch special skilling programmes focussed on Making Bharat as Global Aviation Manufacturing and MRO Hub employment.",Low Confidence: Highly Likely,0.5041,We will also set up Centres of Excellence in various sectors in partnership with the Industry.,2014,0.2028985507246377,0.029850746268656716,0.1739130434782609,0.7308513,0.8153872,0.7708084
We will bring a commercial aircraft manufacturing ecosystem to Bharat. For this we will design,Low Confidence: Partial,0.535,"have a human crewed submersible going to the deepest oceans that will facilitate sustainable use of resources. With a thrust on non-fossil fuels, our research mission in this area will reduce imports and make India a leader in new technologies",2019,0.17857142857142858,0.0,0.14285714285714285,0.799943,0.7589544,0.7789098
We will also make investments in our traditional textile industries to take our indigenous a Policy for Aerospace Manufacturing in the country and try to develop our own passenger industries and designs to the global stage. aircraft. Lab Grown Diamonds,Moderate Confidence: Highly Likely,0.6059,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.2545454545454546,0.03773584905660377,0.21818181818181814,0.7838605,0.84039605,0.81114435
"We will strengthen the civil aviation ecosystem by encouraging Maintenance, Repairs and Overhaul (MRO) activities as well as Aircraft Financing and Leasing Activities institutions",Indeterminate,0.4935,"We shall modernize existing and operational Airports, and build new ones especially connecting smaller towns and all tourism circuits. In addition, there is a potential for inland air transportation to various remote and local locations in the country. Such air strips will be developed so that low cost air travelling becomes possible within the country.",2014,0.12658227848101267,0.0,0.0759493670886076,0.7644013,0.76252604,0.76346254
"We will make India the largest producer for lab-grown diamond production, embracing through comprehensive government support programs under the Make in India initiative. cutting-edge technology and sustainable methods to drive economic growth and establish a leading position in the international market. Promoting Ship Building Setting Up Bio-Manufacturing Hubs",Low Confidence: Highly Likely,0.5835,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.26373626373626374,0.06741573033707866,0.15384615384615385,0.7845895,0.8108545,0.79750586
"Global Manufacturing Hub We will ensure availability of dedicated research, designing and testing facilities across the country to promote shipbuilding under the Make in India initiative. For fostering high-performance biomanufacturing towards promoting a circular economy for green, Under the Make in India programme, manufacturing has emerged as a major economic sector with good clean and prosperous Bharat by setting up of Bio-Manufacturing Hubs.",High Confidence: Highly Likely,0.7279,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.25,0.05128205128205128,0.15,0.75167143,0.8457709,0.79594964
"success in electronics, defence, mobile, automobiles and more. We will work towards making Bharat a Strengthening Bharat’s Position as Pharmacy of the World global manufacturing hub and enhance employment in these crucial sectors.",Low Confidence: Highly Likely,0.5441,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.27027027027027023,0.027777777777777776,0.16216216216216214,0.7736838,0.8091406,0.7910151
"We will strengthen Bharat’s position as the ‘Pharmacy of the World’ by boosting the Becoming Product Nation manufacturing and research capacities of the pharmaceutical sector, especially APIs.",Low Confidence: Partial,0.5363,"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.",2014,0.17543859649122806,0.03636363636363636,0.14035087719298248,0.7690614,0.7917763,0.7802535
"We are a major engineering and design services hub in the world with many complex products being We will expand Research Linked Incentive schemes, encouraging companies to invest in",Moderate Confidence: Highly Likely,0.633,We will set up World class Investment and Industrial regions as Global Hubs of Manufacturing.,2014,0.2727272727272727,0.047619047619047616,0.13636363636363635,0.7840698,0.8235782,0.8033386
"designed in Bharat. We will build on this strength to become a major Product Nation by combining our research for new drugs, chemical entities and new biological entities. strength in product design services with manufacturing. Making Bharat a Global Electronics Manufacturing Hub by 2030 Developing Robust Industrial Infrastructure In the last ten years we have established a USD 100+ billion electronics manufacturing Based on the principles of PM-Gatishakti, the government shall develop industrial cities in different industry. We have already become the second largest mobile phone manufacturer in the world. industrial corridors for balanced regional development. This shall promote industrialisation of backward Our policies have resulted in generating huge employment opportunities in this industry. regions of the country.",Moderate Confidence: Highly Likely,0.6114,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.18867924528301885,0.03821656050955414,0.11320754716981131,0.7654637,0.8312969,0.7970232
43 43,Indeterminate,0.4373,Merged with 493,2014,0.0,0.0,0.0,0.7200148,0.6569891,0.68705964
Balanced and Inclusive Development We will consolidate our efforts and expand electronics manufacturing three times to become a Building World Class Station,Low Confidence: Highly Likely,0.5357,"Accord high priority to the growth of manufacturing, so that we can create enough jobs in the country. This sector must grow fast to ensure employment and asset creation. We will facilitate setting up of software and hardware manufacturing units.",2014,0.19354838709677416,0.03333333333333333,0.16129032258064516,0.8026144,0.78677297,0.79461473
major player in the global value chain. We will leverage our design capabilities to develop,Low Confidence: Partial,0.5501,We will move up the value chain of the sector driven by a focus on Quality. Market linkages - both national and international.,2014,0.27027027027027023,0.11428571428571427,0.16216216216216214,0.81628114,0.79010457,0.8029796
"We will launch an initiative to foster balanced regional development across all districts of the country. We have already started redevelopment of 1,300+ railway stations to world class standards. We will Expanding PM Gram Sadak Yojana indigenous brands. Brand, promotion and exports of One District One Product (ODOP) products will be encouraged under expand this project to all other major and medium sized stations.",Low Confidence: Highly Likely,0.5557,"Initiate R&D for indigenous railways, coach design and signals.",2014,0.10666666666666667,0.0,0.08,0.69640446,0.7627575,0.7280723
"We will extend the PM Gram Sadak Yojana to the remotest areas where there are settlements to ensure the initiative. Making Bharat a Major Player in Semiconductor and Chip Manufacturing Expanding Coverage of New Age Trains improved connectivity and access to healthcare, education, government services and markets. Building a Globally Competitive Food Processing Industry Building on our success of electronics industry, will deepen our component ecosystem and take We have developed and manufactured world class Vande Bharat, Amrit Bharat and Namo Bharat trains. Further Enhancing Road Safety semiconductor design and manufacturing to a new level to become one of the global majors in chip",Low Confidence: Partial,0.5594,We will expand the Pradhan Mantri Shram Yogi Maandhan scheme,2019,0.07017543859649124,0.017857142857142856,0.07017543859649124,0.70442283,0.8224584,0.75887823
We will establish smart food processing hubs equipped with cutting-edge technologies to We will further expand this network of new age trains. manufacturing,Moderate Confidence: Highly Likely,0.6863,"Implement and incentivize the setting up of the food processing industry that has remained just a plain talk till now. This will lead to better income for farmers and create jobs. We aim to set up 'agro food processing clusters', with high value, export-quality and vacuum packed food processing facilities, etc.",2014,0.21052631578947367,0.02702702702702703,0.10526315789473684,0.8233969,0.783368,0.80288386
"We will focus on further improving safety on roads through a series of techno legal interventions, enable comprehensive monitoring of the entire food supply chain, from farm to table, ensuring Vande Sleeper Trains training and behavioural change to improve road safety. quality, traceability and operational efficiency. Making Bharat a Global Leader in Automobile and EV Manufacturing",Low Confidence: Highly Likely,0.5707,"Build quality integrated Public Transport systems, discouraging usage of private vehicles.",2014,0.05970149253731343,0.0,0.029850746268656716,0.7289364,0.7805035,0.7538391
We will launch Vande Sleeper trains for a comfortable overnight journey. Expanding Expressways and ring roads,Low Confidence: Partial,0.5081,Agri Rail network will be established - with Train Wagons designed to cater to the specific needs of perishable Agricultural products like milk and vegetables as well as light weight wagons for salt movement.,2014,0.163265306122449,0.0,0.12244897959183672,0.76916677,0.74309766,0.75590754
"We will position Bharat as a major player in value chains of processed fruits, vegetables, fish, Bharat is a major automobile manufacturer. We will support the growth of the automobile industry and",Low Confidence: Partial,0.5261,Encourage Indian companies to go global and we will support Indian companies in this endeavor. We believe that Indian entrepreneurs have the capability to take on global markets.,2014,0.23333333333333334,0.06896551724137931,0.16666666666666666,0.770736,0.80532086,0.7876489
"seafood and dairy, among others. its transition to EV manufacturing. We will invest in establishing a nationwide EV charger infrastructure High Frequency Trains for Regional Connectivity We will strengthen the modern road connectivity ecosystem to 15,000 km of access-controlled to encourage EV adoption.",Low Confidence: Highly Likely,0.5187,Efficient public transport systems.,2014,0.0,0.0,0.0,0.6858632,0.7726014,0.72665304
highways. We will construct ring roads around major cities to improve mobility and decongest cities.,High Confidence: Partial,0.702,Develop National Highways Infrastructure,2019,0.10526315789473685,0.0,0.10526315789473685,0.709227,0.79604983,0.7501345
Focusing on Core Industries We have commissioned sections of RRTS between Delhi and Meerut. We will further expand these Developing Rare Earths and Strategic Mineral Industry services and launch other regional connectivity programmes to other major cities to ensure robust Promoting EVs,Low Confidence: Partial,0.5407,"We shall give the highest priority towards bringing the eastern parts of the country on par with the western parts. To that extent, there shall be special focus and emphasis on the development of the eastern side of India. Put special emphasis on enhancing the connectivity within the region and to the rest of the country and There will be special emphasis on massive infrastructure development, especially along the Line of Actual Control in Arunachal Pradesh and Sikkim.",2014,0.2,0.0,0.1,0.7726247,0.7589825,0.76574284
"We will focus on the technology and sustainability transition happening in steel, cement, metals, and connectivity and integrate the regional economies.",Moderate Confidence: Partial,0.6057,"Focus on development of energy infrastructure, human resource development and upgradation of technology.",2014,0.23529411764705882,0.0625,0.17647058823529413,0.8051848,0.7959682,0.80055
"engineering goods industries. We will support these industries to adopt greener manufacturing We will support exploration for rare earths and strategic minerals. We will develop partnerships with We have successfully facilitated the induction of over 30 lakh EVs, currently operational on our roads. We",Low Confidence: Partial,0.5496,"We will encourage domestic industry to have a larger share in design and production of military hardware and platforms for both domestic use and exports, in a competitive environment.",2014,0.2191780821917808,0.05633802816901408,0.16438356164383564,0.776784,0.7868849,0.7818018
"processes. countries having reserves of these minerals to secure our supply chain. We will support the processing MODI Expanding Metro Network will increase the fleets of EVs and will also establish EV charging stations. KI industries and manufacture of final products using rare earths and strategic minerals. Promoting Defence Manufacturing We have initiated metro in 20+ cities over the past decade, we will expand the metro network in major Making Bharat a Global Leader in Textile Manufacturing GUARANTEE FOR urban centres ensuring last mile connectivity.",Low Confidence: Highly Likely,0.5406,"We will look at urbanisation as an Opportunity rather than a Threat. Major steps will be undertaken in Transport and Housing for 'Urban Upliftment' in India. We will initiate building 100 new cities; enabled with the latest in technology and infrastructure - adhering to concepts like sustainability, walk to work etc, and focused on specialized domains.",2014,0.27142857142857146,0.043478260869565216,0.12857142857142856,0.76149285,0.7781562,0.7697344
"We will vastly expand domestic defence manufacturing and exports of Made in Bharat defence equipment. This effort will be facilitated by accelerating indigenisation in major Air and Land Equipment Bharat has been a leader in textiles, garments, and apparels. We recognise the huge Expanding Bullet Trains Platforms. employment generating potential of these industries. Therefore, we will accelerate the efforts WORLD-CLASS made over the last ten years and take textile, garment, and apparel industries to the next We are constructing the first Bullet Train corridor in the country. Using the experience gained so far, we Positioning Bharat as a Global Railway Manufacturing Hub level. INFRASTRUCTURE will initiate feasibility studies for Bullet Train Corridors in North, South and East India.",Moderate Confidence: Partial,0.6145,Technology transfer in defence manufacturing will be encouraged to the maximum.,2014,0.10769230769230768,0.04687500000000001,0.09230769230769231,0.69499326,0.825678,0.75472015
"We will promote manufacturing, research, and development in the railway sector to make Bharat a We will successfully operationalize PM Mitra parks, invest in research and development of new Launch User Friendly Super App leading global railway manufacturing hub. products, simplify the legal and compliance regimes, invest in common amenities, invest in",Low Confidence: Partial,0.5191,"We will provide adequate resources under the Khelo India scheme to ensure the achievement of declared objectives. Under this scheme, special attention will be given to encourage sporting talent among women.",2019,0.1686746987951807,0.024691358024691357,0.12048192771084337,0.7423458,0.7767182,0.7591432
"We will launch a Super App to provide all trains related services to users in a single app. infrastructure for textile industry, and launch special skilling programmes focussed on Making Bharat as Global Aviation Manufacturing and MRO Hub employment.",Indeterminate,0.448,We will launch Diamond Quadrilateral project - of High Speed Train network.,2014,0.16,0.08333333333333333,0.16,0.7556102,0.80406785,0.7790863
We will bring a commercial aircraft manufacturing ecosystem to Bharat. For this we will design,Low Confidence: Partial,0.535,"have a human crewed submersible going to the deepest oceans that will facilitate sustainable use of resources. With a thrust on non-fossil fuels, our research mission in this area will reduce imports and make India a leader in new technologies",2019,0.17857142857142858,0.0,0.14285714285714285,0.799943,0.7589544,0.7789098
