"original_text","review_text","label","score"
"(cid:1) We will enable women with training and skills - setting up dedicated Women ITIs, Women wings in other ITIs. (cid:1) Strict implementation of laws related to women, particularly those related to rape. (cid:1) Fund for relief and rehabilitation of rape victims lies unused at the Centre as the Government has not worked out the modalities of dispensation. BJP will clear this on priority. 21","We will enable women with training and skills - setting up dedicated Women ITIs, Women wings in other ITIs.","0","100"
"(cid:1) We will enable women with training and skills - setting up dedicated Women ITIs, Women wings in other ITIs. (cid:1) Strict implementation of laws related to women, particularly those related to rape. (cid:1) Fund for relief and rehabilitation of rape victims lies unused at the Centre as the Government has not worked out the modalities of dispensation. BJP will clear this on priority. 21","Fund for relief and rehabilitation of rape victims lies unused at the Centre as the Government has not worked out the modalities of dispensation. BJP will clear this on priority.","0","100"
"We will: (cid:1) undertake a comprehensive review of the legal system to simplify complex legislations - converge overlapping legislation, as well as remove contradictory and redundant laws. (cid:1) establish an institutional mechanism to periodically review and give suggestions for refining our laws. (cid:1) simplify legal procedure and language. (cid:1) make legal information open and freely accessible. (cid:1) run legal awareness programmes and introduce in school curriculum - making the common man aware of his rights and duties. Police Our police forces are entrusted with the crucial responsibility of maintaining law and public order,","Introduce self defence as a part of the school curriculum.","0","81"
"We will focus on the following: (cid:1) ensuring food, agricultural, nutritional and environmental, wealth, health and energy security of the people on a sustainable basis, using science and technology. (cid:1) mounting a direct and sustained effort on the alleviation of poverty, enhancing livelihood security, removal of hunger and malnutrition, reduction of drudgery and regional imbalances, both rural and urban, and generation of employment, by using scientific and technological capabilities along with our traditional knowledge pool. (cid:1) encouraging research and innovation in areas of relevance for the economy and society, particularly by promoting close and productive interaction between private and public institutions. Sectors such as agriculture (particularly soil, water management, human and animal nutrition and fisheries), water, health, education, industry, energy including renewable energy, communication and transportation would be accorded highest priority. Leveraging of technologies such as information technology, biotechnology and material sciences would be done with special importance. (cid:1) encouraging research and application to meet the challenges of climate change and for forecasting, prevention and mitigation of natural hazards, particularly floods, cyclones, earthquakes, drought and landslides. (cid:1) promoting international science and technology cooperation towards achieving the goals of national development and security, and making it a key element of our international relations. (cid:1) devise schemes, programs and opportunities to encourage the youth to take scientific research and innovation as a career. (cid:1) provide work environment and professional opportunities in fundamental scientific research, to make research careers more appealing, so that the nation can harness the best of brains for scientific research leading to enhancing the national productivity and competitiveness and reverse brain drain. (cid:1) build world class, regional centres of excellence of scientific research in the field of nanotechnology, material sciences, thorium technology and brain research. (cid:1) create an ecosystem for multi-country and inter-disciplinary collaborative research, and establish an Intellectual Property Rights Regime which maximizes the incentive for generation and protection of intellectual property for all type of inventors. (cid:1) achieving synergy between industry and scientific research. Autonomous technology transfer organizations will be created as associate organizations of universities and national laboratories to transfer the know-how generated by them to industry. Industry will be encouraged to adopt or support educational and research institutions to help direct science and technology endeavours towards tangible industrial goals. (cid:1) promotion of innovation by creating a comprehensive national system of innovation. (cid:1) indigenous knowledge, based on our long and rich tradition will be further developed and harnessed for the purpose of wealth and employment generation (cid:1) to promote science popularization schemes extensively. (cid:1) bring the changes in secondary education to focus on application of science. (cid:1) set an institute of Big data and Analytics for studying the impact of big data across sectors for 35","Using information technology for women's safety.","2","81"
"(cid:1) We will transform the quality of life of women in Rural India by providing electricity, tapped water, cleaner fuel and toilets in every home. Education - Enroll and Excel BJP believes that education is the most powerful tool for the advancement of the nation and the most potent weapon to fight poverty. Education in India needs to be revitalized and reorganized to make future generations proud of their culture, heritage and history and also for creating confidence in the vitality of India. Every effort shall be made to ensure 'equality of opportunity in access and success' to all learners; creating a harmonious, and cohesive egalitarian society that practices democratic values. This would be possible only when Education accords due emphasis on national integration, social cohesion, religious amity, national identity and patriotism. It must also be analyzed how far education has contributed to moral, ethical and humanistic values in the individuals and the society. Education must create minds free from superstitions, hatred and violence and become an important vehicle to cement national unity, social cohesion and religious amity. Our endeavour should be to inculcate moral, ethical and humanistic values in the individuals and the society. India has to become a knowledge society and has to reverberate with educated skilled manpower of high standards required to meet the challenges of 21st century. This requires a bold and visionary leadership to introduce appropriate policy and structural changes. Highest priority would be given to address the acute shortage of teachers and researchers, quality of education and research, and also the employability factor associated with most of the courses. Education should not only lead to employability but also job creation and entrepreneurship by introducing a national multi-skills orientation program. 22","We will transform the quality of life of women in Rural India by providing electricity, tapped water, cleaner fuel and toilets in every home.","0","100"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","The content and process of school education shall be thoroughly reviewed to make it dynamic, stress-free, attractive and responsive to the emerging national needs. We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project.","0","83"
"We will: (cid:1) Ensure that the young, and the girl child in particular get education and jobs without discrimination. (cid:1) Strengthen and modernize minority educational systems and institutions; dovetailing them with modern requirements. National Madrasa modernization programme would be initiated. (cid:1) Empower with vibrancy in Livelihood and Entrepreneurial opportunities. (cid:1) Augment their traditional artisanship and entrepreneurial skill, which are a backbone of our cottage and small-scale industry - strengthening these sectors through better market linkages, branding and access to credit. (cid:1) Empower Waqf Boards in consultation with religious leaders; taking steps to remove encroachments from and unauthorized occupation of Waqf properties. (cid:1) Curate their rich heritage and culture - maintenance and restoration of heritage sites; digitization of archives; preservation and promotion of Urdu. (cid:1) Ensure a peaceful and secure environment, where there is no place for either the perpetrators or exploiters of fear. (cid:1) Facilitate the setting up of a permanent Inter-faith Consultative mechanism to promote harmony and trust, under the auspices of religious leaders. Neo-Middle Class - Meet their Aspirations India has a large middle class with immense understanding, talent and purchasing power. In addition, a whole new class has emerged. Those who have risen from the category of poor and are yet to stabilize in the middle class, the 'neo middle class'. This class needs proactive handholding. Having moved out of poverty, their aspirations have increased. They want amenities and services of a certain standard. They thus now feel that Government facilities and services are not up to the mark, and hence resort to the private sector for things like education, health and transport. This is obviously costly, putting the neo middle class into a daily dilemma. As more and more people move into this category, 17","On priority, a national modernization programme for madrasa's would be started.","0","83"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","Establish a national E-Library to empower school teachers and students. Optimum utilization of physical and manpower resources.","2","100"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","Initiate a multi-country student exchange programme for broadening the horizon of school going children.","2","100"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","Creative talents of students will be recognized and encouraged.","0","100"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","Enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers.","2","100"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","A mechanism for close interaction between industry (including SME), academia and community would be instituted.","2","100"
"(cid:1) We will explore ways to reduce the daily burden of carrying books to school for children, which would also entail use of technology for education as a mission mode project. (cid:1) Establish a national E-Library to empower school teachers and students. (cid:1) Initiate a multi-country student exchange programme for broadening the horizon of school going children. (cid:1) Creative talents of students will be recognized and encouraged. Higher and Professional Education The basic objective of higher and professional education is not only rapid advancement of the affluent sector of the society but also to improve the lot of the last man in the line. The content should be designed to prepare the students to understand the current challenges and equip themselves to be able to readily adjust in a fast changing global scenario. Policy interventions would include: (cid:1) enhancing the pivotal role of the teachers by reworking the work culture of teacher training institutions with a goal to prepare committed and performing teachers. (cid:1) optimum utilization of physical and manpower resources. (cid:1) a mechanism for close interaction between industry (including SME), academia and community would be instituted. (cid:1) needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy. 23","Needs assessment exercise will be done for identifying the future needs across sectors, and the same would be used for developing appropriate courses for higher education, to ensure that the country has adequate manpower for every sector, both established and emerging, in the economy.","2","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","Will set up a National Commission on Education to report in two years on the state of education and the reforms needed.","1","79"
"We will take up skill development on a mission mode, at an unprecedented scale. (cid:1) Skill Mapping - to help scientifically plan our national human resource development that India would need (like engineers, architects, doctors, nurses, lawyers, accountants, plumbers, carpenters, welders, etc.). (cid:1) Launch a 'National Multi-skill Mission'","Skill Mapping - to help scientifically plan our national human resource development that India would need","2","100"
"We will take up skill development on a mission mode, at an unprecedented scale. (cid:1) Skill Mapping - to help scientifically plan our national human resource development that India would need (like engineers, architects, doctors, nurses, lawyers, accountants, plumbers, carpenters, welders, etc.). (cid:1) Launch a 'National Multi-skill Mission'","Launch a 'National Multi-skill Mission'","2","100"
"(cid:1) We will run short-term courses, in the evenings, focusing on employable skills.","We will run short-term courses, in the evenings, focusing on employable skills.","0","100"
"(cid:1) We will also set up Centres of Excellence in various sectors in partnership with the Industry. (cid:1) To ensure industry responsive manpower, we will bring together industry, universities and government.","We will also set up Centres of Excellence in various sectors in partnership with the Industry.","0","100"
"(cid:1) We will also set up Centres of Excellence in various sectors in partnership with the Industry. (cid:1) To ensure industry responsive manpower, we will bring together industry, universities and government.","To ensure industry responsive manpower, we will bring together industry, universities and government.","2","100"
"(cid:1) We will promote vocational training on a massive scale. Rigid segregation of formal education and skill development will be broken; a mechanism will be established to give vocational qualifications of Academic Equivalence. 24","We will promote vocational training on a massive scale. Rigid segregation of formal education and skill development will be broken; a mechanism will be established to give vocational qualifications of Academic Equivalence.","0","100"
"(cid:1) We will also create institutional mechanisms to refresh and upgrade abilities through continuing education - to make them employable.","We will also create institutional mechanisms to refresh and upgrade abilities through continuing education - to make them employable.","0","100"
"We will focus on need based skill development and employability; making our youth employable even in the most sophisticated jobs.","We will focus on need based skill development and employability; making our youth employable even in the most sophisticated jobs.","2","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","Put emphasis on imparting soft skills to enhance employability including a national program on foreign languages","0","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","Launch a national programme for digital empowerment through computer literacy of the people, especially the youth.","2","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","We will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly.","2","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","We will push for greater practical and research training encouraging real world experience through internships and apprenticeships.","0","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","Will initiate the New Health Policy","0","100"
"We will: (cid:1) put emphasis on imparting soft skills to enhance employability including a national program on foreign languages. (cid:1) launch a national programme for digital empowerment through computer literacy of the people, especially the youth. (cid:1) we will assess the talent and capacity of our youth from an early age; so they can be groomed accordingly. (cid:1) we will push for greater practical and research training encouraging real world experience through internships and apprenticeships. Health Services - Increase the Access, Improve the Quality, Lower the Cost India needs a holistic care system that is universally accessible, affordable and effective and drastically reduces the out of pocket spending on health. NRHM has failed to meet the objectives and will be radically reformed. BJP accords high priority to health sector, which is crucial for securing the economy. The overarching goal of healthcare would be to provide, 'Health Assurance to all Indians and to reduce the out of pocket spending on health care', with the help of state governments. The current situation calls for radical reforms in the healthcare system with regards to national healthcare programs and delivery, medical education and training and financing of healthcare. Our government would focus on the following reforms in healthcare: (cid:1) the last healthcare policy dates back to 2002. India now needs a comprehensive healthcare policy to address the complex healthcare challenges, keeping in view the developments in the healthcare sector and the changing demographics. BJP will initiate the New Health Policy. (cid:1) initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man. (cid:1) Education and Training - Will review the role of various professional regulatory bodies in healthcare and consider setting up an overarching lean body for healthcare. High priority will be given to address the shortfall of healthcare professionals. (cid:1) Modernize Government hospitals, upgrading infrastructure and latest technologies. (cid:1) Reorganize Ministry of Health and Family Welfare in order to converge various departments dealing in healthcare, food and nutrition and pharmaceuticals, for effective delivery of healthcare services. (cid:1) Increase the number of medical and para-medical colleges to make India self sufficient in human resources, and set up an AIIMS like institute in every state. (cid:1) Yoga and Ayurveda are the gifts of ancient Indian civilization to humanity and we will increase the","Initiate the 'National Health Assurance Mission', with a clear mandate to provide universal healthcare that is not only accessible and affordable, but also effective, and reduces the OOP spending for the common man.","0","100"
