"original_text","label","year","sector"
"We will expand the coverage of immunization and eliminate Foot and Mouth Disease and Brucellosis","1","2019","AGRICULTURE"
"We will launch a National Feed and Fodder Mission to eliminate the shortage of fodder","1","2019","AGRICULTURE"
"We will launch ‘Matsya Sampada Yojana’ with an allocation of Rs. 10,000 crores to ensure availability of storage and marketing tools and infrastructure like ice-boxes, cold storages, ice-plants etc. for small and traditional fishermen","2","2019","AGRICULTURE"
"We will promote aquaculture through easy access to credit","1","2019","AGRICULTURE"
"We will facilitate farming of sea-weed, pearl as well as ornamental fish to ensure a better return to the fishermen","1","2019","AGRICULTURE"
"We will bring all fishermen under the ambit of all welfare programmes and social security schemes with expanded coverage for accident insurance","1","2019","AGRICULTURE"
"We will establish 50,000 ‘Van Dhan Vikas Kendras’ in the tribal areas of the country to ensure the availability of primary processing and value addition for forest produce and to provide employment for tribals and increase tribal income","1","2019","AGRICULTURE"
"We view solar energy as an additional source of income for farmers and will encourage solar farming on a massive scale so as to enable the ‘Annadaata’(food provider) to become ‘Urja-daata’ (energy provider)","1","2019","ENVIRONMENT"
"We will launch ‘Jal Jivan Mission’ under which we will introduce a special program, ‘Nal se Jal’ to ensure piped water connection to every household by","1","2019","ENVIRONMENT"
"Sustainable Solid Waste Management in every village. Through the mission, we will ensure 100% disposal of liquid waste through emphasis on faecal sludge management and reuse of waste water in rural, peri urban and unsewered areas","1","2019","ENVIRONMENT"
"We will form a new Ministry of Water unifying the water management functions to approach the issue of water management","0","2019","ENVIRONMENT"
"We will ensure sustainability of water supply through special focus on conservation of rural water bodies and ground water recharge","1","2019","ENVIRONMENT"
"Ensuring a right mix of energy which leads towards a cleaner environment, 8. We will install renewable energy capacity of GW by","1","2019","ENVIRONMENT"
"We will further make all efforts to invite other countries of the world to become members of the International Solar Alliance We will explore the diversity of our oceans,","1","2019","ENVIRONMENT"
"have a human crewed submersible going to the deepest oceans that will facilitate sustainable use of resources. With a thrust on non-fossil fuels, our research mission in this area will reduce imports and make India a leader in new technologies","0","2019","ENVIRONMENT"
"We will get the latest technologies to transform Waste to Energy and Wealth in a major mission, 11. Adoption of cleaner practises to make our nation a greener country","1","2019","ENVIRONMENT"
"We will convert the National Clean Air Plan into a Mission and we will focus on most polluted cities in the country. Through concerted action, we will reduce the level of pollution in each of the mission cities by at least 35% over the next five years","1","2019","ENVIRONMENT"
"We will ensure the Himalayan States are provided special financial assistance in the form of a 'Green Bonus' to facilitate the protection and promotion of forests in those states","0","2019","ENVIRONMENT"
"We are committed to ensure a clean and uninterrupted flow of river Ganga from Gangotri to Ganga Sagar. We will ensure that the sewerage infrastructure","1","2019","ENVIRONMENT"
"The villages located on the banks of the river, which are already open defecation free, will be taken up under a special project to ensure complete sustainable management of solid and liquid waste Under the ‘​​Namami Gange: A matter of Pride’ section of the manifesto.","1","2019","ENVIRONMENT"
"We will promote Yoga as a vital method to achieve physical wellness and spiritual rejuvenation across the globe and will continue to work towards training of Yoga practitioners","2","2019","HEALTH"
"We will undertake a rapid expansion of Yoga    h health hubs, Yoga tourism and research in Yoga                       h","1","2019","HEALTH"
"We are committed to leverage all resources to ensure that the out-of-pocket expenditure (OOPE) on health is reduced and all citizens can avail necessary medical services. +","1","2019","HEALTH"
"We also initiated a programme to set up 1,50,000 Health and Wellness Centres (HWCs) by 2022. Till date 17,150 HWCs have become functional. We will take up the programme of HWCs to next level. We will target provisioning of telemedicine and diagnostic laboratory facilities at these HWCs by to ensure quality primary medical care to the poor at his doorstep.","1","2019","HEALTH"
"We will create an essential devices list and a separate pricing policy for medical devices to","1","2019","HEALTH"
"75 Medical Institutes will be set up by 2022. This would ensure availability and accessibility of quality secondary and tertiary medical care to the citizens across the diverse landscape of our country (+)","1","2019","HEALTH"
"We will double the number of MBBS and Specialist doctors in the country by as compared to the work done from till","1","2019","HEALTH"
"We will also accelerate the reforms in para-medical education sector so as to increase the availability of nurses, pharmacists and other paramedical personnel.","1","2019","HEALTH"
"We will initiate a genome mission for human health that will bring the latest diagnosis and treatment to our entire population through frugal innovation","1","2019","HEALTH"
"We will increase the coverage of Ayushman Bharat to include all Anganwadi workers and workers to ensure improved health and social support system for these frontline workers","1","2019","HEALTH"
"The Technology Centres, other skilling centres of MSMEs and NSICs incubation centres alone would provide focussed and high-level skilling to more than lakh people per year","1","2019","EDUCATION"
"We will launch a Language Translation Mission that will enable ready translation of English text in Science & Technology and humanities in any of our languages. This will take the best works, bilingually, to every student in the country","1","2019","EDUCATION"
"We will take all           h necessary steps to increase the number of     h seats in Central Law, Engineering, Science and Management institutions by at least   h 50% in the next five years. We will also        h motivate States to accordingly increase the number of seats in State h institutions h h h h n h","1","2019","EDUCATION"
"We have given due emphasis to online courses as a medium of delivering education in the last five years. We will take it to the next level and make it a major resource for imparting higher education.","1","2019","EDUCATION"
"We will relook the role of existing regulatory institutions’ and make necessary changes in the","1","2019","EDUCATION"
"We will encourage academic institutions towards excellence and motivate more such institutions to rank among the top institutions of the world","1","2019","EDUCATION"
"We will consciously promote a programme for ‘Study in India’, which will focus on bringing foreign students to study in higher educational institutions","1","2019","EDUCATION"
"We have launched the ‘National Digital Library of India’ and provided","2","2019","EDUCATION"
"We will formulate a ‘National Policy for Reskilling and Upskilling’ to evolve a flexible and industry responsive workforce which is capable of accessing new opportunities and to insulate it from technological shocks","1","2019","EDUCATION"
"We will draft a Uniform Civil Code, drawing upon the best traditions and","0","2019","EDUCATION"
"Public procurement and government incentives will be used actively to build up these clusters and","1","2019","LABOUR AND EMPLOYMENT"
"Setting up new incubators and accelerators by","1","2019","LABOUR AND EMPLOYMENT"
"Facilitating establishment of 50,000 new Startups in the nation by","1","2019","LABOUR AND EMPLOYMENT"
"We will continue to promote and encourage Startups through creation of a ‘Seed Startup","1","2019","LABOUR AND EMPLOYMENT"
"We will set-up new 'Entrepreneurial Northeast' scheme to provide financial support to the micro, small and medium industries and for employment generation in the Northeastern state","1","2019","LABOUR AND EMPLOYMENT"
"We will formulate a dedicated programme for the creation of work opportunities, provide skill training and strengthen social security mechanism for","1","2019","LABOUR AND EMPLOYMENT"
"We will ensure that the economically weaker sections (EWS) of the society who belong to the non-reserved category are represented and have access to government jobs and higher education","1","2019","LABOUR AND EMPLOYMENT"
"We promise to create a more effective framework for the resettlement of our Armed Forces veterans. Under this effort the Armed Forces will start planning for the resettlement of soldiers three years before their retirement and in accordance with their preferences. This will include provision for skills training, soft skills training, financial","1","2019","PERSONNEL AND GOVERNANCE"
"We will modernize the Central Armed Police Forces to further increase their capacity and readiness and enable them to effectively combat internal security challenges","1","2019","PERSONNEL AND GOVERNANCE"
"We will provide assistance to the states to upgrade their police forces through the ‘Scheme for Modernization of Police Forces’","1","2019","PERSONNEL AND GOVERNANCE"
"We will formulate a ‘Model Police Act’ in consultation with the States to have a pro-people citizen friendly police. This will take the Indian policing at par with its contemporaries anywhere in the world,","0","2019","PERSONNEL AND GOVERNANCE"
"We will expand the Pradhan Mantri Shram Yogi Maandhan scheme","1","2019","PERSONNEL AND GOVERNANCE"
"We will endeavour to make the National Nutrition Mission a mass movement and strengthen infrastructure and capacity in all Anganwadis","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We will ensure full immunization coverage for all the children and pregnant women by","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We will provide adequate resources under the Khelo India scheme to ensure the achievement of declared objectives. Under this scheme, special attention will be given to encourage sporting talent among women.","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We will provide accessible and affordable quality education to all women. We will ensure that ample financial support is available to girls throughout their education and subsidised education in the next years, to ensure financial empowerment among women.","1","2019","WOMEN AND CHILD DEVELOPMENT"
"In rural and semi-rural areas and create better employment opportunities for them, we will make every effort to ensure access to credit and other resources, capacity building, market and distribution network for women entrepreneurs, SHGs and women","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We are committed to make women equal partners in and equal beneficiaries of the progress and prosperity of the nation and will formulate a comprehensive ‘Women in Workforce’ roadmap focussed on dramatically increasing the female workforce participation rate over the next five years. We will also encourage industries and corporates to generate better employment opportunities for women.","1","2019","WOMEN AND CHILD DEVELOPMENT"
"To generate better work    h opportunities for          n women, 10% material to h be sourced for u government procurement will be        h done from MSMEs            m","1","2019","WOMEN AND CHILD DEVELOPMENT"
"To ensure greater participation of women in the workforce, it is necessary to enable them to continue in the workforce by providing","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We will reduce the malnutrition level by at least 10% in the next five years, doubling the rate","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We will ensure that all reproductive and menstrual health services are easily available to all women across India and with the expansion of ongoing Suvidha scheme, sanitary pads at an affordable cost of just Rs. will be provided to all women and girls","1","2019","WOMEN AND CHILD DEVELOPMENT"
"To create a positive atmosphere for women, promote gender justice and create awareness on issues related to women, gender sensitisation courses will be made an essential part of all educational institution’s curriculum and training modules of public offices.","1","2019","WOMEN AND CHILD DEVELOPMENT"
"We are committed to        h ensure the welfare of widows of defence personnel who were killed in action.","1","2019","WOMEN AND CHILD DEVELOPMENT"
"Women's welfare and development will be accorded a high priority at all levels within the government, and the party is committed to 33% reservation in parliament and state assemblies through a constitutional amendment","0","2019","WOMEN AND CHILD DEVELOPMENT"
"We will formulate a comprehensive Child Protection Framework to facilitate the setting up of standards and robust inspection and monitoring of child care institutions across India","1","2019","WOMEN AND CHILD DEVELOPMENT"
